CustomerID,Region,State,Gender,Age,Address,City,Zip,customer_type,purchase_category,payment_type,Income
289-15-7034,West,California,Male,32,1511 Indian Summer St,Griner,98625,Member,Sports and travel,Credit card,36597
289-65-5721,West,California,Female,50,2239 Gates Drive,Summerville,97322,Normal,Fashion accessories,Cash,78133
290-68-2984,Midwest,Iowa,Male,24,407 Princeton Rd.,Stamview,95231,Normal,Home and lifestyle,Cash,40479
291-21-5991,West,Colorado,Male,63,210 Middle River Rd.,Orange,96217,Member,Health and beauty,Cash,54142
291-32-1427,West,Nevada,Male,40,1281 Catherine St.,Hillsburg,95459,Member,Fashion accessories,Ewallet,90569
291-55-6563,West,Utah,Female,22,1362 S. Shadow Brook Drive,Hampshire,95678,Member,Home and lifestyle,Ewallet,101173
291-59-1384,Midwest,South Dakota,Male,30,1106 Morris St.,Hamburg,94853,Normal,Electronic accessories,Cash,107236
296-11-7041,South,Georgia,Female,32,1650 Middle River Rd.,Orange,99280,Member,Health and beauty,Credit card,44268
299-29-0180,South,Kentucky,Female,26,1697 West Lilac Lane,Greenview,92750,Member,Home and lifestyle,Cash,42017
299-46-1805,Midwest,North Dakota,Female,48,2228 4th Dr.,Weatherton,91256,Member,Sports and travel,Cash,25447
300-71-4605,West,Colorado,Male,43,936 Indian Summer St,Griner,94118,Member,Electronic accessories,Ewallet,63639
301-11-9629,West,California,Female,40,2377 Pierce Lane,Fallbrook,93731,Normal,Sports and travel,Cash,92294
301-81-8610,Midwest,Kansas,Male,35,1812 S. Shadow Brook Drive,Hampshire,92095,Member,Fashion accessories,Credit card,72175
302-15-2162,South,Maryland,Male,46,2090 Gates Drive,Summerville,96431,Member,Health and beauty,Credit card,64484
303-96-2227,West,Arizona,Female,64,486 Catherine St.,Hillsburg,94996,Normal,Home and lifestyle,Ewallet,46842
305-03-2383,Midwest,Wisconsin,Female,62,1686 West Lilac Lane,Greenview,99434,Normal,Food and beverages,Cash,36079
305-14-0245,West,Colorado,Female,36,1763 Main Street,Plainview,94424,Member,Home and lifestyle,Ewallet,59998
305-18-3552,West,Colorado,Male,49,230 S. Shadow Brook Drive,Hampshire,96167,Member,Home and lifestyle,Cash,91538
305-89-2768,South,Mississippi,Female,59,2349 Hilldale Street,Wasburg,94243,Member,Home and lifestyle,Ewallet,26638
307-04-2070,Midwest,South Dakota,Female,60,2358 Sierra Rd.,Beaumont,95659,Member,Fashion accessories,Credit card,99313
307-83-9164,South,Kentucky,Male,65,752 Brook St.,Glory View,91402,Member,Home and lifestyle,Cash,31069
307-85-2293,South,Maryland,Male,35,1995 Laurel Lane,Sunview,92935,Normal,Home and lifestyle,Ewallet,51860
308-39-1707,Midwest,Kansas,Female,49,1883 West Lilac Lane,Greenview,92382,Normal,Fashion accessories,Credit card,54665
308-47-4913,East,Rhode Island,Female,69,1610 Princeton Rd.,Stamview,93462,Member,Sports and travel,Credit card,107981
308-81-0538,East,Rhode Island,Female,46,551 Brook St.,Glory View,93386,Normal,Fashion accessories,Credit card,76288
311-13-6971,East,Maine,Male,68,1873 Sierra Rd.,Beaumont,96055,Member,Sports and travel,Credit card,103042
313-66-9943,South,Kentucky,Female,49,625 Gates Drive,Summerville,99306,Member,Food and beverages,Credit card,66825
314-23-4520,East,Maine,Male,34,1804 West Lilac Lane,Greenview,94293,Member,Health and beauty,Cash,102707
315-22-5665,Midwest,North Dakota,Female,49,1221 E. Green Lake Court,Prarie View,92667,Normal,Home and lifestyle,Ewallet,99633
316-01-3952,West,Arizona,Female,45,2161 Catherine St.,Hillsburg,92673,Normal,Food and beverages,Ewallet,84376
316-55-4634,East,New York,Male,52,563 Hilldale Street,Wasburg,94942,Member,Food and beverages,Credit card,97568
316-66-3011,West,Arizona,Female,27,1789 S. Elizabeth Dr.,Sunderlun,91515,Member,Food and beverages,Cash,59969
316-68-6352,South,Kentucky,Female,39,297 Princeton Rd.,Stamview,93209,Member,Food and beverages,Cash,40676
318-12-0304,Midwest,North Dakota,Male,29,924 Middle River Rd.,Orange,97661,Normal,Fashion accessories,Ewallet,41458
318-68-5053,Midwest,South Dakota,Female,37,2397 West Lilac Lane,Greenview,92811,Normal,Health and beauty,Cash,59757
318-81-2368,Midwest,Wisconsin,Female,43,2199 Laurel Lane,Sunview,97785,Normal,Electronic accessories,Cash,108571
319-50-3348,East,Vermont,Female,39,421 S. Elizabeth Dr.,Sunderlun,99878,Normal,Home and lifestyle,Ewallet,62713
319-74-2561,East,Vermont,Female,39,1297 Laurel Lane,Sunview,95560,Member,Electronic accessories,Cash,74156
320-32-8842,South,Georgia,Female,60,942 S. Shadow Brook Drive,Hampshire,93536,Member,Food and beverages,Cash,29470
320-49-6392,Midwest,Wisconsin,Female,40,210 Brookside Court,Berkshire,95168,Normal,Electronic accessories,Cash,68142
320-85-2052,West,Arizona,Female,63,1400 Morris St.,Hamburg,91881,Normal,Sports and travel,Credit card,56430
321-49-7382,West,Utah,Male,65,1034 Main Street,Plainview,98679,Member,Sports and travel,Credit card,85498
322-02-2271,West,Arizona,Female,60,1715 Indian Summer St,Griner,99868,Normal,Sports and travel,Cash,105374
324-41-6833,Midwest,Iowa,Female,46,424 Morris St.,Hamburg,98198,Member,Electronic accessories,Ewallet,45724
324-92-3863,South,Maryland,Male,24,1869 Morris St.,Hamburg,91505,Member,Electronic accessories,Cash,57650
325-77-6186,East,Vermont,Female,57,1717 West Lilac Lane,Greenview,91884,Member,Home and lifestyle,Ewallet,56789
325-89-4209,East,Vermont,Male,70,1923 Main Street,Plainview,93193,Member,Food and beverages,Ewallet,90143
325-90-8763,South,Florida,Female,37,973 Brook St.,Glory View,96532,Member,Electronic accessories,Cash,69967
326-71-2155,East,Rhode Island,Female,64,662 Sierra Rd.,Beaumont,91899,Normal,Sports and travel,Cash,60916
326-78-5178,West,Utah,Male,38,1074 Gates Drive,Summerville,90457,Member,Food and beverages,Cash,88788
327-40-9673,South,Florida,Male,30,883 Catherine St.,Hillsburg,96947,Member,Sports and travel,Cash,83060
329-62-1586,Midwest,North Dakota,Male,45,1211 Brook St.,Glory View,98736,Normal,Food and beverages,Credit card,114701
333-23-2632,Midwest,South Dakota,Male,34,1125 Pierce Lane,Fallbrook,90209,Member,Health and beauty,Cash,30648
333-73-7901,West,Utah,Female,43,2033 Brook St.,Glory View,98484,Normal,Health and beauty,Ewallet,62390
334-64-2006,South,Georgia,Female,45,2031 S. Elizabeth Dr.,Sunderlun,91008,Member,Home and lifestyle,Ewallet,108496
336-78-2147,West,Colorado,Male,40,1756 S. Shadow Brook Drive,Hampshire,98342,Member,Home and lifestyle,Credit card,98217
338-65-2210,South,Georgia,Female,70,2048 Sierra Rd.,Beaumont,93851,Member,Health and beauty,Cash,46536
339-12-4827,East,New York,Female,62,1548 Catherine St.,Hillsburg,94874,Member,Fashion accessories,Credit card,78709
339-18-7061,Midwest,Iowa,Female,67,1167 Sierra Rd.,Beaumont,95353,Member,Fashion accessories,Credit card,49343
339-38-9982,South,Kentucky,Male,33,2155 E. Green Lake Court,Prarie View,92768,Member,Fashion accessories,Ewallet,59748
339-96-8318,Midwest,Kansas,Male,24,2167 32nd Dr.,Weatherton,94653,Member,Fashion accessories,Ewallet,70642
340-21-9136,West,Colorado,Female,32,1281 Hilldale Street,Wasburg,92162,Member,Sports and travel,Cash,85399
340-66-0321,South,Mississippi,Male,52,222 West Lilac Lane,Greenview,90993,Member,Electronic accessories,Cash,80109
342-65-4817,South,Kentucky,Male,52,609 S. Elizabeth Dr.,Sunderlun,91018,Member,Health and beauty,Ewallet,64776
343-61-3544,East,New Jersey,Male,44,897 Hilldale Street,Wasburg,96620,Member,Sports and travel,Cash,34836
343-75-9322,West,Arizona,Female,64,432 Mill Pond Rd.,Heathen,94011,Member,Sports and travel,Cash,69804
343-87-0864,East,Maine,Male,65,681 Morris St.,Hamburg,94133,Member,Health and beauty,Credit card,72070
345-08-4992,South,Georgia,Male,22,245 Laurel Lane,Sunview,97483,Normal,Home and lifestyle,Credit card,110942
345-68-9016,South,Florida,Female,42,722 Pierce Lane,Fallbrook,93172,Member,Sports and travel,Credit card,120695
346-12-3257,West,Arizona,Male,24,171 S. Elizabeth Dr.,Sunderlun,98129,Member,Electronic accessories,Cash,110468
346-84-3103,East,Rhode Island,Female,25,810 Brook St.,Glory View,95579,Member,Electronic accessories,Cash,50633
347-34-2234,South,Florida,Female,62,1722 Sierra Rd.,Beaumont,91042,Member,Sports and travel,Ewallet,87172
347-56-2442,East,Vermont,Male,53,851 Brook St.,Glory View,94334,Normal,Home and lifestyle,Cash,56097
347-72-6115,East,New York,Female,49,901 Gates Drive,Summerville,91325,Member,Sports and travel,Credit card,78370
349-97-8902,Midwest,Iowa,Male,25,2134 West Lilac Lane,Greenview,98693,Member,Food and beverages,Ewallet,93497
351-62-0822,Midwest,Wisconsin,Female,24,1448 Gates Drive,Summerville,95150,Member,Fashion accessories,Ewallet,123588
354-25-5821,South,Florida,Female,67,1339 Sierra Rd.,Beaumont,91335,Member,Sports and travel,Cash,46458
354-39-5160,South,Maryland,Female,45,297 Laurel Lane,Sunview,98831,Member,Home and lifestyle,Cash,86013
355-34-6244,South,Mississippi,Male,68,1013 Princeton Rd.,Stamview,94023,Normal,Food and beverages,Credit card,115724
355-53-5943,South,Georgia,Female,43,1626 Main Street,Plainview,90815,Member,Electronic accessories,Ewallet,95070
356-44-8813,East,Vermont,Male,67,2083 31st Dr.,Weatherton,99474,Normal,Home and lifestyle,Credit card,115044
358-88-9262,East,Rhode Island,Female,64,1238 S. Elizabeth Dr.,Sunderlun,94929,Member,Food and beverages,Ewallet,91369
359-90-3665,Midwest,Kansas,Female,61,480 S. Shadow Brook Drive,Hampshire,92908,Member,Fashion accessories,Credit card,50901
359-94-5395,Midwest,Kansas,Male,43,2012 Brook St.,Glory View,97078,Normal,Health and beauty,Credit card,90247
360-39-5055,Midwest,Kansas,Male,43,1189 Pierce Lane,Fallbrook,96319,Member,Sports and travel,Cash,40099
361-59-0574,South,Kentucky,Male,53,1918 Main Street,Plainview,94482,Member,Sports and travel,Credit card,46451
361-85-2571,Midwest,Iowa,Female,70,1672 Laurel Lane,Sunview,91862,Normal,Sports and travel,Cash,107747
362-58-8315,South,Georgia,Male,58,607 Main Street,Plainview,95870,Normal,Fashion accessories,Cash,40508
364-33-8584,East,Vermont,Female,59,819 Brook St.,Glory View,95235,Member,Food and beverages,Cash,28923
364-34-2972,East,Rhode Island,Male,39,424 S. Shadow Brook Drive,Hampshire,90933,Member,Electronic accessories,Cash,99604
365-16-4334,East,New Jersey,Female,65,629 West Lilac Lane,Greenview,92044,Normal,Food and beverages,Ewallet,44048
365-64-0515,South,Kentucky,Female,30,1045 Mill Pond Rd.,Heathen,91894,Normal,Electronic accessories,Ewallet,91341
366-43-6862,South,Kentucky,Male,23,1963 Indian Summer St,Griner,91936,Normal,Electronic accessories,Ewallet,110452
366-93-0948,West,Arizona,Male,68,1475 Catherine St.,Hillsburg,93229,Member,Electronic accessories,Credit card,40657
369-82-2676,West,Nevada,Male,61,253 Gates Drive,Summerville,94360,Normal,Electronic accessories,Ewallet,31286
370-41-7321,Midwest,South Dakota,Male,56,511 Main Street,Plainview,99500,Member,Health and beauty,Credit card,122879
370-96-0655,Midwest,Iowa,Female,26,1904 Sierra Rd.,Beaumont,92549,Normal,Fashion accessories,Ewallet,124865
371-85-5789,South,Mississippi,Male,70,275 Morris St.,Hamburg,90376,Normal,Health and beauty,Ewallet,102568
372-26-1506,Midwest,Wisconsin,Female,61,1204 West Lilac Lane,Greenview,95079,Normal,Fashion accessories,Ewallet,67321
372-62-5264,Midwest,Kansas,Female,38,986 Brookside Court,Berkshire,92532,Normal,Food and beverages,Cash,61332
372-94-8041,South,Florida,Male,51,1686 Sierra Rd.,Beaumont,90866,Normal,Health and beauty,Ewallet,45285
373-09-4567,East,Rhode Island,Male,64,887 Sierra Rd.,Beaumont,91938,Normal,Food and beverages,Ewallet,58560
373-14-0504,Midwest,North Dakota,Female,58,1179 Sierra Rd.,Beaumont,93646,Member,Sports and travel,Ewallet,93821
373-73-7910,Midwest,Iowa,Male,42,1929 Pierce Lane,Fallbrook,92714,Normal,Sports and travel,Ewallet,33352
373-88-1424,West,Nevada,Male,25,615 Middle River Rd.,Orange,94223,Member,Home and lifestyle,Ewallet,94933
374-17-3652,East,Maine,Female,60,1673 S. Elizabeth Dr.,Sunderlun,96921,Member,Food and beverages,Credit card,90498
374-38-5555,Midwest,South Dakota,Female,46,2360 S. Harrison Dr,Cerritos,96658,Normal,Fashion accessories,Ewallet,94802
375-72-3056,West,Colorado,Male,58,857 Pierce Lane,Fallbrook,96761,Normal,Sports and travel,Ewallet,97645
376-02-8238,West,California,Male,42,1738 Pierce Lane,Fallbrook,98267,Normal,Home and lifestyle,Credit card,39462
376-56-3573,West,Colorado,Female,52,2343 Laurel Lane,Sunview,94172,Normal,Fashion accessories,Ewallet,33755
377-79-7592,South,Maryland,Female,39,2070 Indian Summer St,Griner,93499,Member,Electronic accessories,Credit card,123985
378-07-7001,East,Vermont,Male,52,1034 Indian Summer St,Griner,95980,Member,Electronic accessories,Credit card,58294
378-24-2715,East,Maine,Male,55,2012 S. Elizabeth Dr.,Sunderlun,98761,Normal,Home and lifestyle,Ewallet,94131
379-17-6588,West,California,Male,57,1249 Middle River Rd.,Orange,91097,Normal,Fashion accessories,Cash,100451
380-60-5336,South,Maryland,Female,35,117 Hilldale Street,Wasburg,91773,Normal,Electronic accessories,Credit card,93846
380-94-4661,South,Kentucky,Male,22,813 S. Elizabeth Dr.,Sunderlun,90298,Member,Electronic accessories,Credit card,38741
381-20-0914,South,Maryland,Female,58,1068 Laurel Lane,Sunview,97065,Member,Fashion accessories,Credit card,72913
382-03-4532,South,Mississippi,Female,40,1658 West Lilac Lane,Greenview,92144,Member,Health and beauty,Cash,97968
382-25-8917,South,Maryland,Male,38,1495 Princeton Rd.,Stamview,90743,Normal,Fashion accessories,Cash,32736
384-59-6655,South,Kentucky,Female,70,2378 S. Elizabeth Dr.,Sunderlun,98753,Member,Food and beverages,Cash,64362
386-27-7606,East,Rhode Island,Female,68,1423 Catherine St.,Hillsburg,95942,Member,Home and lifestyle,Credit card,83970
387-49-4215,South,Kentucky,Female,25,1572 Main Street,Plainview,90675,Member,Sports and travel,Cash,86706
388-76-2555,East,New Jersey,Male,61,1308 E. Green Lake Court,Prarie View,95885,Normal,Sports and travel,Cash,102340
389-25-3394,Midwest,Iowa,Male,68,100 Sierra Rd.,Beaumont,94490,Normal,Electronic accessories,Cash,79922
389-70-2397,Midwest,Wisconsin,Female,50,1339 Gates Drive,Summerville,90580,Normal,Health and beauty,Cash,95324
390-17-5806,East,Rhode Island,Female,37,1071 S. Harrison Dr,Cerritos,95508,Member,Food and beverages,Cash,86749
390-31-6381,Midwest,South Dakota,Male,56,1489 Indian Summer St,Griner,92655,Normal,Food and beverages,Cash,37377
390-80-5128,West,Utah,Female,67,1201 S. Harrison Dr,Cerritos,96903,Member,Health and beauty,Credit card,42367
393-65-2792,South,Maryland,Male,56,2113 Gates Drive,Summerville,93964,Normal,Food and beverages,Credit card,58791
394-30-3170,East,Vermont,Female,46,1392 Morris St.,Hamburg,97261,Member,Sports and travel,Credit card,26297
394-41-0748,Midwest,South Dakota,Female,52,2083 Middle River Rd.,Orange,93361,Member,Fashion accessories,Ewallet,34824
394-43-4238,South,Mississippi,Male,31,997 Pierce Lane,Fallbrook,90290,Member,Home and lifestyle,Credit card,122896
394-55-6384,South,Maryland,Female,39,1962 Gates Drive,Summerville,90760,Member,Sports and travel,Cash,110031
396-90-2219,Midwest,Iowa,Female,27,1010 Pierce Lane,Fallbrook,92553,Normal,Electronic accessories,Cash,50188
397-25-8725,East,Rhode Island,Female,38,1690 E. Green Lake Court,Prarie View,91521,Member,Health and beauty,Credit card,71618
399-46-5918,South,Kentucky,Female,30,1734 6th Dr.,Weatherton,97293,Normal,Electronic accessories,Cash,105747
399-69-4630,South,Maryland,Male,36,2113 Princeton Rd.,Stamview,96906,Normal,Electronic accessories,Credit card,31469
400-45-1220,East,New York,Female,66,115 West Lilac Lane,Greenview,96663,Normal,Health and beauty,Credit card,72445
400-60-7251,South,Georgia,Male,54,323 Middle River Rd.,Orange,93592,Normal,Home and lifestyle,Ewallet,123406
400-80-4065,East,New Jersey,Male,59,390 Hilldale Street,Wasburg,94534,Member,Health and beauty,Credit card,123832
400-89-4171,West,Colorado,Female,61,1257 Brookside Court,Berkshire,92341,Normal,Sports and travel,Cash,65614
401-09-4232,South,Mississippi,Male,69,2343 S. Elizabeth Dr.,Sunderlun,98269,Member,Home and lifestyle,Ewallet,52359
401-18-8016,Midwest,Kansas,Female,29,979 Brook St.,Glory View,96499,Member,Sports and travel,Cash,41541
404-91-5964,South,Florida,Male,31,1873 S. Harrison Dr,Cerritos,98436,Normal,Electronic accessories,Credit card,31348
405-31-3305,South,Florida,Male,33,925 Mill Pond Rd.,Heathen,95331,Member,Fashion accessories,Credit card,108470
406-46-7107,East,New York,Female,65,419 Laurel Lane,Sunview,92480,Normal,Home and lifestyle,Cash,46762
407-63-8975,Midwest,Iowa,Male,29,2168 Brook St.,Glory View,92599,Normal,Food and beverages,Ewallet,72736
408-26-9866,South,Maryland,Female,60,2398 West Lilac Lane,Greenview,91767,Normal,Sports and travel,Ewallet,107823
408-66-6712,Midwest,Wisconsin,Female,36,1723 Middle River Rd.,Orange,98185,Member,Health and beauty,Ewallet,59834
409-33-9708,South,Florida,Female,64,1259 Hilldale Street,Wasburg,93771,Normal,Fashion accessories,Ewallet,69623
409-49-6995,East,Vermont,Female,30,1422 Laurel Lane,Sunview,92180,Member,Food and beverages,Cash,87046
410-67-1709,West,Arizona,Female,35,1093 Sierra Rd.,Beaumont,98734,Member,Fashion accessories,Ewallet,90641
411-77-0180,South,Maryland,Male,58,1212 S. Harrison Dr,Cerritos,95690,Member,Electronic accessories,Ewallet,89623
413-20-6708,East,Vermont,Female,48,2333 29th Dr.,Weatherton,97208,Member,Fashion accessories,Ewallet,98195
414-12-7047,South,Maryland,Male,34,1492 Brookside Court,Berkshire,97277,Normal,Food and beverages,Ewallet,66045
416-13-5917,South,Florida,Female,46,2141 S. Shadow Brook Drive,Hampshire,92003,Normal,Food and beverages,Ewallet,38114
416-17-9926,Midwest,North Dakota,Female,38,1257 West Lilac Lane,Greenview,95739,Member,Electronic accessories,Credit card,118003
418-02-5978,Midwest,Kansas,Female,49,1528 Mill Pond Rd.,Heathen,92173,Normal,Health and beauty,Cash,39259
418-05-0656,West,Arizona,Female,25,2077 Indian Summer St,Griner,98217,Normal,Fashion accessories,Cash,110033
420-04-7590,East,New York,Male,28,1826 Princeton Rd.,Stamview,92174,Normal,Home and lifestyle,Ewallet,98785
420-11-4919,Midwest,Iowa,Female,55,742 S. Elizabeth Dr.,Sunderlun,92380,Member,Food and beverages,Credit card,83380
420-18-8989,East,Maine,Female,52,459 S. Elizabeth Dr.,Sunderlun,98017,Member,Sports and travel,Cash,76610
420-97-3340,South,Georgia,Female,46,1935 Indian Summer St,Griner,98991,Normal,Food and beverages,Credit card,33870
421-95-9805,Midwest,Iowa,Female,62,638 Gates Drive,Summerville,99662,Normal,Electronic accessories,Credit card,34535
422-29-8786,South,Mississippi,Female,60,1856 Brookside Court,Berkshire,93758,Normal,Home and lifestyle,Credit card,104197
423-57-2993,South,Georgia,Male,45,705 S. Elizabeth Dr.,Sunderlun,90859,Normal,Sports and travel,Ewallet,118958
423-64-4619,South,Georgia,Female,29,1217 Princeton Rd.,Stamview,99335,Member,Health and beauty,Cash,92172
423-80-0988,West,Colorado,Male,60,251 S. Shadow Brook Drive,Hampshire,99033,Normal,Sports and travel,Ewallet,65266
425-85-2085,East,Vermont,Male,52,571 Catherine St.,Hillsburg,90497,Member,Health and beauty,Ewallet,82773
426-39-2418,East,Maine,Male,27,2210 Sierra Rd.,Beaumont,91346,Normal,Electronic accessories,Cash,34735
427-45-9297,West,Arizona,Female,61,830 Brookside Court,Berkshire,98675,Member,Home and lifestyle,Ewallet,28546
428-83-5800,South,Georgia,Female,52,582 Catherine St.,Hillsburg,95769,Member,Food and beverages,Cash,38866
430-02-3888,West,Colorado,Male,25,144 Laurel Lane,Sunview,97292,Normal,Electronic accessories,Cash,32561
430-53-4718,West,Nevada,Male,67,198 West Lilac Lane,Greenview,90096,Member,Health and beauty,Credit card,32379
430-60-3493,East,Rhode Island,Female,70,199 West Lilac Lane,Greenview,99270,Member,Home and lifestyle,Cash,48308
431-66-2305,Midwest,South Dakota,Female,62,2226 Middle River Rd.,Orange,95387,Normal,Electronic accessories,Credit card,112280
433-08-7822,South,Kentucky,Female,40,431 Catherine St.,Hillsburg,94475,Normal,Health and beauty,Ewallet,48407
433-75-6987,West,Arizona,Female,41,1141 Morris St.,Hamburg,97381,Member,Health and beauty,Ewallet,100622
434-35-9162,West,Utah,Male,26,385 Pierce Lane,Fallbrook,95390,Member,Food and beverages,Ewallet,91468
434-83-9547,West,Utah,Male,67,1044 Morris St.,Hamburg,98188,Member,Food and beverages,Cash,35461
435-13-4908,West,Colorado,Male,68,1308 Hilldale Street,Wasburg,94717,Member,Fashion accessories,Credit card,37570
436-54-4512,Midwest,Wisconsin,Female,66,344 Morris St.,Hamburg,97460,Member,Food and beverages,Cash,70563
437-53-3084,West,Arizona,Male,67,706 Brookside Court,Berkshire,94099,Normal,Fashion accessories,Ewallet,32085
437-58-8131,Midwest,Iowa,Female,47,1963 Hilldale Street,Wasburg,90698,Normal,Fashion accessories,Ewallet,101859
438-01-4015,South,Mississippi,Female,38,651 S. Harrison Dr,Cerritos,94534,Member,Sports and travel,Ewallet,119361
438-23-1242,South,Georgia,Male,54,1975 Princeton Rd.,Stamview,96714,Normal,Electronic accessories,Ewallet,46026
439-54-7422,West,Colorado,Female,45,1898 S. Shadow Brook Drive,Hampshire,94114,Normal,Electronic accessories,Credit card,64586
440-59-5691,South,Kentucky,Female,24,1902 Main Street,Plainview,96961,Member,Health and beauty,Credit card,106586
441-94-7118,South,Mississippi,Male,27,189 Main Street,Plainview,96598,Member,Electronic accessories,Cash,61137
442-44-6497,East,New York,Male,57,2050 Main Street,Plainview,97433,Member,Home and lifestyle,Credit card,27536
442-48-3607,East,New Jersey,Male,47,284 Princeton Rd.,Stamview,90819,Member,Food and beverages,Credit card,114225
443-59-0061,West,Nevada,Male,62,1314 Brookside Court,Berkshire,94600,Member,Food and beverages,Ewallet,96924
443-60-9639,South,Georgia,Female,46,666 Catherine St.,Hillsburg,94162,Member,Home and lifestyle,Cash,98928
443-82-0585,Midwest,Kansas,Female,37,127 Morris St.,Hamburg,99128,Member,Health and beauty,Cash,84555
445-30-9252,South,Mississippi,Male,45,1311 West Lilac Lane,Greenview,95185,Normal,Sports and travel,Ewallet,62668
446-47-6729,Midwest,Iowa,Male,22,1158 Indian Summer St,Griner,93767,Normal,Fashion accessories,Credit card,53071
447-15-7839,West,Colorado,Female,49,1158 S. Shadow Brook Drive,Hampshire,99142,Member,Sports and travel,Cash,44739
448-34-8700,West,Arizona,Male,62,1899 Hilldale Street,Wasburg,94086,Member,Home and lifestyle,Ewallet,105311
448-61-3783,Midwest,North Dakota,Female,58,1351 Brook St.,Glory View,99593,Normal,Electronic accessories,Credit card,108977
448-81-5016,West,Nevada,Male,48,1323 Morris St.,Hamburg,96218,Normal,Health and beauty,Credit card,102707
449-16-6770,East,New York,Male,63,2184 S. Shadow Brook Drive,Hampshire,99988,Normal,Health and beauty,Credit card,38065
449-27-2918,East,Rhode Island,Female,30,1732 West Lilac Lane,Greenview,94493,Member,Sports and travel,Credit card,94291
450-28-2866,East,Rhode Island,Male,35,1462 Indian Summer St,Griner,93869,Member,Food and beverages,Cash,26735
450-42-3339,East,Maine,Male,23,1754 Main Street,Plainview,99090,Normal,Health and beauty,Credit card,120485
451-28-5717,Midwest,North Dakota,Female,23,2095 Morris St.,Hamburg,91802,Member,Home and lifestyle,Cash,84796
451-73-2711,West,California,Male,27,2171 Morris St.,Hamburg,93359,Normal,Food and beverages,Ewallet,117459
452-04-8808,Midwest,Iowa,Male,35,1934 Mill Pond Rd.,Heathen,90198,Normal,Electronic accessories,Cash,98859
453-12-7053,Midwest,Wisconsin,Male,42,829 E. Green Lake Court,Prarie View,97907,Normal,Fashion accessories,Credit card,101604
453-33-6436,West,California,Female,26,810 Mill Pond Rd.,Heathen,98941,Normal,Home and lifestyle,Cash,64654
453-63-6187,East,Rhode Island,Male,59,1512 Brook St.,Glory View,93048,Normal,Electronic accessories,Ewallet,37056
457-12-0244,South,Maryland,Female,45,1201 Pierce Lane,Fallbrook,93237,Member,Sports and travel,Ewallet,116651
457-13-1708,West,California,Male,64,1139 Main Street,Plainview,91928,Member,Fashion accessories,Credit card,108903
457-94-0464,Midwest,North Dakota,Male,22,262 S. Elizabeth Dr.,Sunderlun,97866,Member,Electronic accessories,Ewallet,78340
458-10-8612,West,Nevada,Male,39,283 Princeton Rd.,Stamview,94051,Normal,Health and beauty,Ewallet,40591
458-41-1477,West,California,Female,49,1514 S. Harrison Dr,Cerritos,91959,Normal,Health and beauty,Credit card,41178
458-61-0011,Midwest,Kansas,Male,56,236 Catherine St.,Hillsburg,93054,Normal,Food and beverages,Cash,57856
459-45-2396,West,California,Female,35,1322 Brookside Court,Berkshire,90376,Member,Food and beverages,Cash,30588
459-50-7686,East,New Jersey,Female,60,106 Mill Pond Rd.,Heathen,99042,Normal,Electronic accessories,Ewallet,42100
460-35-4390,West,Colorado,Male,28,1247 Indian Summer St,Griner,91584,Normal,Home and lifestyle,Ewallet,71304
460-93-5834,West,Utah,Male,43,1359 S. Harrison Dr,Cerritos,92672,Normal,Sports and travel,Cash,28620
462-67-9126,South,Florida,Male,53,2314 S. Shadow Brook Drive,Hampshire,96548,Normal,Home and lifestyle,Cash,25282
462-78-5240,East,Rhode Island,Female,43,2153 Morris St.,Hamburg,97904,Normal,Electronic accessories,Cash,75537
466-61-5506,East,Rhode Island,Female,70,604 Middle River Rd.,Orange,96380,Member,Electronic accessories,Cash,108740
468-01-2051,Midwest,Kansas,Male,27,1194 Morris St.,Hamburg,97673,Normal,Food and beverages,Ewallet,97102
468-88-0009,East,New Jersey,Male,63,1480 E. Green Lake Court,Prarie View,90726,Member,Home and lifestyle,Cash,40962
468-99-7231,East,New Jersey,Female,33,1798 S. Shadow Brook Drive,Hampshire,99814,Normal,Home and lifestyle,Cash,43330
470-31-3286,Midwest,Wisconsin,Male,31,2200 33rd Dr.,Weatherton,99848,Normal,Health and beauty,Credit card,25060
470-32-9057,South,Kentucky,Male,28,1323 Pierce Lane,Fallbrook,92980,Member,Food and beverages,Credit card,99167
471-06-8611,East,Rhode Island,Female,67,995 Princeton Rd.,Stamview,98050,Normal,Food and beverages,Credit card,53876
471-41-2823,West,California,Male,61,941 Sierra Rd.,Beaumont,92575,Normal,Food and beverages,Ewallet,124739
472-15-9636,West,Colorado,Male,66,2373 Brookside Court,Berkshire,91951,Normal,Home and lifestyle,Ewallet,56042
474-33-8305,Midwest,Iowa,Male,46,773 Sierra Rd.,Beaumont,97309,Member,Fashion accessories,Ewallet,100022
477-24-6490,East,Maine,Female,58,1288 Brookside Court,Berkshire,90798,Normal,Health and beauty,Ewallet,28663
477-59-2456,West,Arizona,Female,46,1184 Catherine St.,Hillsburg,92980,Normal,Fashion accessories,Cash,82754
478-06-7835,East,New Jersey,Male,33,2238 S. Elizabeth Dr.,Sunderlun,92341,Normal,Fashion accessories,Ewallet,52573
479-26-8945,West,Utah,Female,58,561 Gates Drive,Summerville,95904,Member,Sports and travel,Ewallet,38555
480-63-2856,Midwest,North Dakota,Male,30,671 Sierra Rd.,Beaumont,99914,Normal,Food and beverages,Ewallet,31443
